emp_no,first_name,last_name,title,from_date,birth_date
218831,Unal,DuBourdieux,Engineer,1996-03-13,1965-01-16
419953,Ung,Orlowski,Senior Staff,1998-07-22,1965-01-29
41552,Uno,Heyers,Senior Engineer,1999-09-28,1965-01-03
474162,Ung,Taubenfeld,Engineer,1999-10-14,1965-01-31
487505,Uno,Jayawardene,Senior Staff,1993-11-01,1965-01-20
408437,Uno,Solares,Senior Staff,1999-09-22,1965-01-29
238252,Uno,Suppi,Staff,1996-12-27,1965-01-09
241292,Uri,Lampe,Senior Staff,1994-10-17,1965-01-29
291819,Uriel,Georg,Senior Staff,1999-06-08,1965-01-13
499160,Urs,Rande,Staff,1990-01-25,1965-01-12
251403,Utpal,DuBourdieux,Technique Leader,1997-11-19,1965-01-01
249325,Ute,Pokrovskii,Staff,1997-06-09,1965-01-26
427313,Utpal,Kemmerer,Senior Staff,1991-12-04,1965-01-31
20100,Utz,Heuter,Senior Staff,1995-06-15,1965-01-18
295278,Val,Barvinok,Senior Engineer,2000-01-02,1965-01-04
82511,Uwe,Koblick,Engineer,1998-04-04,1965-01-27
277362,Uzi,Kugler,Senior Staff,1991-01-12,1965-01-09
459172,Val,Rissanen,Engineer,1999-11-20,1965-01-19
20712,Valeri,Escriba,Engineer,1994-04-09,1965-01-26
222354,Valdiodio,Schlumberger,Engineer,2001-08-07,1965-01-15
404018,Valery,Babb,Senior Engineer,1998-10-19,1965-01-11
492000,Valeska,Cools,Senior Staff,1999-12-16,1965-01-10
29418,Valery,Mersereau,Assistant Engineer,1998-07-01,1965-01-22
445570,Van,Nations,Technique Leader,1986-08-11,1965-01-25
248094,Valeska,Lupu,Staff,1998-09-21,1965-01-31
417128,Valeska,Rosenbaum,Senior Engineer,1994-05-18,1965-01-26
206865,Vasilii,Cochrane,Senior Engineer,1996-09-12,1965-01-28
297804,Vasilis,Ginneken,Engineer,1985-09-13,1965-01-16
239426,Vesna,Fairtlough,Engineer,1994-08-09,1965-01-08
280029,Vasilii,Verhaegen,Staff,1991-03-25,1965-01-07
88647,Vasiliy,Ratnaker,Engineer,1995-08-09,1965-01-10
443873,Vatsa,Ramsay,Senior Staff,2002-02-04,1965-01-20
20248,Vidar,Demri,Staff,1999-12-31,1965-01-12
294791,Vesna,Lammel,Assistant Engineer,1999-10-08,1965-01-28
465085,Vidar,Gunderson,Senior Staff,1996-03-18,1965-01-18
238422,Vishv,Angelov,Senior Staff,1996-03-08,1965-01-10
287808,Vidar,Ozeki,Technique Leader,1996-06-17,1965-01-09
103310,Visit,Swen,Senior Staff,2000-10-01,1965-01-07
431657,Visit,Thiran,Senior Engineer,1991-11-14,1965-01-31
269186,Vitali,Dayang,Technique Leader,1988-09-21,1965-01-23
277316,Vitali,Rothenberg,Senior Staff,1998-10-04,1965-01-03
90077,Vivian,Guerreiro,Engineer,1998-07-08,1965-01-24
288848,Vivian,Hennebert,Staff,1991-04-10,1965-01-31
88958,Vojin,Coombs,Senior Staff,2002-07-23,1965-01-22
275263,Vojin,Laventhal,Senior Engineer,1999-10-18,1965-01-21
261990,Volkmar,Czaja,Senior Staff,1998-04-01,1965-01-16
201801,Waiman,Genin,Senior Engineer,1995-10-30,1965-01-12
44959,Volkmar,Uhrik,Senior Engineer,1995-01-16,1965-01-21
260249,Vugranam,Beausoleil,Staff,1998-05-14,1965-01-22
103166,Waiman,Dalton,Senior Engineer,1999-05-25,1965-01-09
27331,Wanqing,Krohm,Senior Staff,1999-01-22,1965-01-19
472950,Weidon,Fordan,Senior Engineer,1986-03-27,1965-01-29
40648,Wayne,Erev,Staff,1990-09-19,1965-01-23
481050,Weiru,Burnard,Senior Staff,1999-10-15,1965-01-16
402827,Weidon,Pollacia,Senior Staff,1996-02-27,1965-01-28
426958,Weijing,Viele,Senior Engineer,1993-10-03,1965-01-19
411727,Weiwu,Lamma,Staff,1997-11-05,1965-01-09
258470,Weiwu,Butner,Staff,1995-02-14,1965-01-04
455415,Weiye,Krohm,Senior Staff,1999-10-29,1965-01-10
46015,Weiye,Masand,Staff,1995-07-24,1965-01-19
104845,Werner,Lodder,Senior Staff,1998-06-17,1965-01-29
469269,Weiyi,Codenie,Senior Engineer,1996-05-27,1965-01-23
210786,Werner,Ranze,Staff,1998-06-05,1965-01-31
420732,Willard,Morrin,Senior Staff,2001-05-27,1965-01-06
41357,Willard,Vernadat,Engineer,1997-03-04,1965-01-06
409391,Willard,Verspoor,Engineer,1999-02-28,1965-01-06
423516,Wojceich,Butterworth,Senior Engineer,1996-08-29,1965-01-02
267745,Wojceich,Honglei,Senior Engineer,1997-12-27,1965-01-25
436827,Wojceich,Limongiello,Senior Staff,1988-03-10,1965-01-30
61873,Woody,Rusmann,Engineer,2002-02-26,1965-01-19
433465,Wonhee,Benveniste,Senior Staff,1985-12-21,1965-01-12
262154,Wonhee,Vrecion,Senior Engineer,1991-03-14,1965-01-16
286986,Woody,Trelles,Senior Engineer,1996-05-23,1965-01-01
241917,Wuxu,Poupard,Staff,1994-02-15,1965-02-01
488788,Wuxu,Garigliano,Senior Staff,1997-09-21,1965-01-12
46328,Wuxu,Trogemann,Senior Staff,1997-01-27,1965-01-05
414091,Wuxu,Kuhnemann,Engineer,1997-08-19,1965-01-17
89806,Xiadong,Shinomoto,Senior Engineer,2002-05-24,1965-01-27
99373,Xiaobin,Christianini,Senior Staff,1991-12-25,1965-01-13
410028,Xiadong,McClurg,Senior Staff,1994-09-17,1965-01-11
259273,Xiahua,Gomatam,Senior Engineer,1989-12-01,1965-01-22
109553,Xiaobin,DuBourdieux,Staff,1985-09-16,1965-01-19
247122,Xiaobin,Narlikar,Senior Staff,1999-02-14,1965-01-23
216502,Xiaocheng,Suermann,Engineer,1997-12-15,1965-01-26
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,1965-01-02
214215,Xiaoqiang,Cardazo,Senior Staff,1993-05-28,1965-01-25
259042,Xiaoqiang,Farrow,Staff,1997-01-01,1965-01-12
454791,Xiaoqiu,Pietracaprina,Senior Engineer,1994-07-09,1965-01-22
50293,Xinan,Rindone,Engineer,1996-10-08,1965-01-26
282343,Xinglin,Haldar,Senior Staff,1993-07-20,1965-01-13
28193,Xinglin,Mitsuhashi,Senior Engineer,1997-12-14,1965-01-29
77303,Xinglin,Birge,Senior Staff,2001-03-05,1965-01-18
444228,Xinglin,Busillo,Senior Engineer,1998-10-08,1965-01-23
430558,Xiong,Roisin,Senior Engineer,1995-03-02,1965-01-07
209101,Xinyu,Edelhoff,Senior Engineer,1997-10-26,1965-01-05
29130,Xumin,Thorensen,Staff,1998-04-26,1965-01-06
41520,Xiong,Uhrik,Senior Engineer,1988-03-21,1965-01-20
426683,Xudong,Muntz,Engineer,1991-03-08,1965-01-03
457411,Xudong,Peck,Senior Engineer,1988-04-18,1965-01-13
472440,Xuejia,Leppanen,Staff,1998-08-25,1965-01-30
295254,Xuejun,Pfau,Senior Staff,1993-07-24,1965-01-15
424930,Xuejun,Reeker,Senior Staff,1997-11-18,1965-01-19
46531,Yaghout,Peng,Assistant Engineer,1995-10-02,1965-01-30
17369,Yaghout,Kenevan,Senior Engineer,1998-01-28,1965-01-31
486918,Yagil,Remmers,Senior Staff,1994-11-01,1965-01-18
205018,Yahiko,Awdeh,Engineer,1998-08-05,1965-01-26
91229,Yahiko,Hebden,Senior Engineer,2001-10-03,1965-01-01
472143,Yahiko,Sommen,Senior Staff,1996-08-14,1965-01-25
457653,Yakichi,Naumovich,Technique Leader,1988-06-12,1965-01-21
30938,Yakkov,Samarati,Senior Staff,2000-05-22,1965-01-06
401574,Yannik,Falco,Technique Leader,1988-01-15,1965-01-13
217286,Yannik,Spelt,Technique Leader,1992-09-22,1965-01-05
236566,Yechezkel,Maginnis,Senior Staff,2000-12-11,1965-01-17
466603,Yechezkel,Nourani,Senior Staff,1996-07-31,1965-01-23
82069,Yechezkel,Perfilyeva,Senior Engineer,2000-11-02,1965-01-20
405063,Yechezkel,Yurov,Senior Engineer,1998-11-30,1965-01-26
58497,Yechiam,Cairo,Senior Staff,1996-07-12,1965-01-22
288560,Yifei,Birjandi,Senior Staff,1999-02-07,1965-01-16
486068,Yefim,Bernardeschi,Senior Staff,2001-06-26,1965-01-11
230354,Yinghua,Lorho,Senior Staff,2000-08-08,1965-01-31
435226,Yinghua,Panwar,Senior Staff,1994-06-11,1965-01-12
95181,Yishai,Cappelli,Staff,1997-01-30,1965-01-28
400344,Yishai,Sessa,Engineer,1996-08-21,1965-01-04
30552,Yishai,Terlouw,Senior Engineer,1992-09-18,1965-01-18
418860,Ymte,Dalton,Senior Staff,1997-11-22,1965-02-01
273274,Yolla,Kobara,Engineer,1995-12-29,1965-01-08
85445,Yongdong,Pollock,Staff,1998-03-17,1965-01-09
203946,Yefim,Marwedel,Senior Staff,1999-03-30,1965-01-23
274813,Yefim,Pettey,Senior Staff,2000-08-07,1965-01-10
425757,Yongdong,Jiang,Senior Staff,1990-10-13,1965-01-18
11432,Yongmao,Zwicker,Senior Engineer,1996-10-18,1965-01-15
90614,Yonghoan,Trogemann,Engineer,1997-09-23,1965-01-29
66757,Yonghong,Baig,Staff,1999-04-10,1965-01-16
213016,Yongmao,Fontan,Senior Engineer,1998-07-26,1965-01-22
494995,Yongmao,Pouyioutas,Senior Staff,1996-08-24,1965-01-04
21546,Yongmin,Lanteri,Senior Staff,1988-02-16,1965-01-01
87729,Yongmin,Roccetti,Senior Staff,1991-12-10,1965-01-24
429520,Yongqiao,Francisci,Engineer,1999-12-01,1965-01-06
276922,Yongmin,Sidje,Engineer,1998-06-09,1965-01-18
408654,Yongqiao,Cochrane,Senior Staff,1991-10-27,1965-01-09
485799,Yoshimitsu,Litvinov,Senior Staff,1997-11-22,1965-01-27
205699,Youjian,Yetto,Senior Staff,2000-12-06,1965-01-31
460707,Yoshinari,Lanteri,Senior Engineer,2001-12-25,1965-01-07
287327,Youjian,Felder,Senior Staff,2000-07-15,1965-01-13
51060,Youngkon,Rohrbach,Senior Engineer,1998-10-20,1965-01-15
490720,Younwoo,Samarati,Senior Engineer,1996-08-19,1965-01-19
40785,Youpyo,Castellani,Engineer,1998-09-04,1965-01-31
85288,Younwoo,Luders,Senior Engineer,2002-03-31,1965-01-06
206748,Yucai,Fabrizio,Staff,1999-10-06,1965-01-07
68608,Yucai,Seghrouchni,Senior Engineer,1994-06-09,1965-01-26
41609,Yucai,Simmen,Senior Staff,1987-10-13,1965-01-04
271975,Yuchang,Busillo,Engineer,1986-03-30,1965-01-14
251233,Yucel,Bernini,Senior Engineer,1998-02-19,1965-01-07
42955,Yucel,Lortz,Engineer,1995-02-21,1965-01-12
476488,Yuping,Kuhnemann,Technique Leader,1986-12-13,1965-01-30
478439,Yuichiro,Bale,Technique Leader,1997-11-04,1965-01-15
220611,Yuping,Babb,Senior Staff,2002-01-31,1965-01-23
446785,Yuping,Papastamatiou,Engineer,1988-08-30,1965-01-30
459846,Yuping,Sethi,Staff,1997-12-28,1965-01-24
228248,Yuriy,Plump,Senior Staff,1995-09-09,1965-01-09
450936,Yuriy,Ponthieu,Senior Staff,1996-12-10,1965-01-18
53499,Zdislav,Mandelberg,Senior Engineer,2000-09-10,1965-01-20
74800,Yuuichi,Conde,Senior Engineer,1999-03-08,1965-01-25
426644,Zejun,Broomell,Senior Engineer,2002-01-19,1965-01-13
404236,Zengping,Kakkar,Senior Engineer,1996-07-22,1965-01-12
17447,Zengping,Boreale,Staff,1998-12-16,1965-01-11
442312,Zengping,Cusworth,Senior Engineer,1997-06-06,1965-01-05
46000,Zhaofang,Penn,Senior Staff,2002-07-24,1965-01-26
92577,Zhanqiu,Farrow,Assistant Engineer,1999-01-10,1965-01-06
421074,Zhaofang,Falster,Senior Staff,1999-06-29,1965-01-07
487008,Zhigen,Raney,Senior Staff,1993-05-26,1965-01-22
86655,Zhenhua,Lorys,Engineer,1995-08-21,1965-01-01
207068,Zhiguo,Ariola,Senior Staff,1994-09-07,1965-01-13
470472,Zhiguo,Staudhammer,Senior Engineer,1991-12-03,1965-02-01
211569,Zhonghua,Snyers,Senior Staff,1994-10-08,1965-02-01
246146,Zhongwei,Melski,Senior Engineer,1993-09-03,1965-01-30
24394,Zhonghui,Conta,Staff,1994-09-10,1965-01-04
281570,Zijian,Covnot,Assistant Engineer,1994-09-13,1965-01-08
282585,Zijian,Lammel,Staff,1996-07-01,1965-01-03
290009,Zijian,Rindone,Senior Staff,1997-07-09,1965-01-22
233759,Zissis,Lodder,Engineer,1999-09-25,1965-01-14
59329,Zissis,Bazzichi,Staff,1987-02-07,1965-01-15
75113,Zissis,Birch,Senior Engineer,1999-08-19,1965-01-22
59640,Zita,Hiltgen,Staff,1999-01-26,1965-01-18
490568,Zita,Reistad,Senior Engineer,1998-07-23,1965-01-01
298953,Zita,Syang,Staff,1998-12-29,1965-02-01
19803,Ziva,Kowalchuk,Senior Engineer,1992-06-12,1965-01-30
252241,Zito,Alvarado,Senior Staff,1986-07-07,1965-01-15
292828,Ziya,Tokunaga,Senior Engineer,1995-01-08,1965-01-10
98306,Ziya,Kadhim,Senior Engineer,1995-11-02,1965-01-16
58454,Ziya,Zambonelli,Engineer,1999-06-29,1965-01-25
104962,Zongyan,Auyong,Engineer,1987-11-02,1965-01-04
474796,Zongyan,Shackel,Technique Leader,1986-11-09,1965-01-10
26788,Zongyan,Dalphin,Senior Engineer,1993-04-23,1965-01-25
203495,Zongyan,Gips,Technique Leader,1997-05-31,1965-01-02
266206,Zsolt,Anily,Senior Staff,1991-08-19,1965-02-01
64632,Zsolt,Brender,Senior Staff,1996-02-21,1965-01-07
59869,Zsolt,Riefers,Senior Staff,1994-09-25,1965-02-01
83941,Zsolt,Hagimont,Senior Staff,2001-10-08,1965-01-11
202414,Zvonko,Murthy,Senior Staff,1992-01-07,1965-01-13
